Part Number;Configuration;SingleSupplyMin.;SingleSupplyMax.;DualSupplyMin.;DualSupplyMax.;On-Resistance(Ω);Is(off)Max.;tonMax.;QINJTyp.;XTALK&OIRR;Package;CS(on)(pF);CS(off)(pF);-3 dBBandwidth(MHz);Image path;Datasheet part;3d model part
DG2517E;SPDT x 2;1.8;5.5;;;2.5;5.0;45.0;-9.0;-55.0;DFN-10;23.0;7.0;226.0;74518;Datasheet/analog-switches/DG2517E/DG2517E.pdf;
DG2517E;SPDT x 2;1.8;5.5;;;2.5;5.0;45.0;-9.0;-55.0;MSOP-10;23.0;7.0;226.0;74518;Datasheet/analog-switches/DG2517E/DG2517E.pdf;
