Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF;IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
VS-5ECH06-M3;Enlarge;600;5;1.2;110.0;30;175.0;SMC (DO-214AB);Single;No;image/diodes\94779.png;Datasheet\diodes\VS-5ECH06-M3\VS-5ECH06-M3.pdf;
