Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;2.2 µF;16.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;1.5 µF;35.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;0.39 µF;63.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;2.7 µF;40.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;39 µF;6.3;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;39 µF;10.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;4.7 µF;50.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;1.5 µF;25.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;33 µF;35.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;8.2 µF;63.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
