Part Number;Product Image;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Lead Style;Packaging;Image path;Datasheet part;3d model part
TA020030BP12138BJ1;Enlarge;8000.0;120.0;R85;;;Individual;image\capacitors\22093.png;Datasheet\capacitors\TA020030BP12138BJ1\TA020030BP12138BJ1.pdf;
