Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
T95;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;330 µF;4.0;130.0;7.20 x 6.0 x 3.8 (R);image/capacitors\40081.png;Datasheet\capacitors\T95\T95.pdf;Datasheet\capacitors\T95\T95.zip
T95;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;68 µF;25.0;200.0;7.20 x 6.0 x 3.8 (R);image/capacitors\40081.png;Datasheet\capacitors\T95\T95.pdf;Datasheet\capacitors\T95\T95.zip
T95;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;330 µF;10.0;130.0;7.20 x 6.0 x 3.8 (R);image/capacitors\40081.png;Datasheet\capacitors\T95\T95.pdf;Datasheet\capacitors\T95\T95.zip
T95;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;120 µF;20.0;140.0;7.20 x 6.0 x 3.8 (R);image/capacitors\40081.png;Datasheet\capacitors\T95\T95.pdf;Datasheet\capacitors\T95\T95.zip
T95;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;4.7 µF;10.0;4000.0;3.63 x 1.83 x 1.4 (S);image/capacitors\40081.png;Datasheet\capacitors\T95\T95.pdf;Datasheet\capacitors\T95\T95.zip
T95;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;22 µF;35.0;280.0;7.20 x 6.0 x 3.8 (R);image/capacitors\40081.png;Datasheet\capacitors\T95\T95.pdf;Datasheet\capacitors\T95\T95.zip
T95;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;100 µF;16.0;600.0;7.1 x 3.2 x 2.8 (C);image/capacitors\40081.png;Datasheet\capacitors\T95\T95.pdf;Datasheet\capacitors\T95\T95.zip
T95;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;150 µF;10.0;140.0;7.4 x 4.3 x 3.1 (D);image/capacitors\40081.png;Datasheet\capacitors\T95\T95.pdf;Datasheet\capacitors\T95\T95.zip
T95;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;10 µF;20.0;2000.0;7.24 x 2.65 x 2.0 (Y);image/capacitors\40081.png;Datasheet\capacitors\T95\T95.pdf;Datasheet\capacitors\T95\T95.zip
T95;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;330 µF;6.3;170.0;7.1 x 3.2 x 2.8 (C);image/capacitors\40081.png;Datasheet\capacitors\T95\T95.pdf;Datasheet\capacitors\T95\T95.zip
T95;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;6.8 µF;35.0;1600.0;7.24 x 2.65 x 2.9 (Z);image/capacitors\40081.png;Datasheet\capacitors\T95\T95.pdf;Datasheet\capacitors\T95\T95.zip
T95;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;15 µF;16.0;1200.0;7.24 x 2.65 x 2.0 (Y);image/capacitors\40081.png;Datasheet\capacitors\T95\T95.pdf;Datasheet\capacitors\T95\T95.zip
T95;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;33 µF;4.0;2000.0;7.24 x 2.65 x 1.6 (X);image/capacitors\40081.png;Datasheet\capacitors\T95\T95.pdf;Datasheet\capacitors\T95\T95.zip
T95;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;33 µF;25.0;260.0;7.4 x 4.3 x 3.1 (D);image/capacitors\40081.png;Datasheet\capacitors\T95\T95.pdf;Datasheet\capacitors\T95\T95.zip
T95;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;6.8 µF;50.0;1300.0;7.1 x 3.2 x 2.8 (C);image/capacitors\40081.png;Datasheet\capacitors\T95\T95.pdf;Datasheet\capacitors\T95\T95.zip
T95;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1.5 µF;20.0;7000.0;3.63 x 1.83 x 1.4 (S);image/capacitors\40081.png;Datasheet\capacitors\T95\T95.pdf;Datasheet\capacitors\T95\T95.zip
T95;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;47 µF;6.3;1200.0;7.24 x 2.65 x 2.0 (Y);image/capacitors\40081.png;Datasheet\capacitors\T95\T95.pdf;Datasheet\capacitors\T95\T95.zip
T95;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.47 µF;35.0;18000.0;3.63 x 1.83 x 1.4 (S);image/capacitors\40081.png;Datasheet\capacitors\T95\T95.pdf;Datasheet\capacitors\T95\T95.zip
T95;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;4.7 µF;16.0;4000.0;3.63 x 2.65 x 1.6 (V);image/capacitors\40081.png;Datasheet\capacitors\T95\T95.pdf;Datasheet\capacitors\T95\T95.zip
T95;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;4.7 µF;25.0;3000.0;7.24 x 2.65 x 1.6 (X);image/capacitors\40081.png;Datasheet\capacitors\T95\T95.pdf;Datasheet\capacitors\T95\T95.zip
T95;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;33 µF;10.0;800.0;7.24 x 2.65 x 2.9 (Z);image/capacitors\40081.png;Datasheet\capacitors\T95\T95.pdf;Datasheet\capacitors\T95\T95.zip
T95;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;4.7 µF;6.3;4000.0;3.63 x 1.83 x 1.4 (S);image/capacitors\40081.png;Datasheet\capacitors\T95\T95.pdf;Datasheet\capacitors\T95\T95.zip
T95;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;100 µF;25.0;200.0;7.20 x 6.0 x 3.8 (R);image/capacitors\40081.png;Datasheet\capacitors\T95\T95.pdf;Datasheet\capacitors\T95\T95.zip
T95;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;470 µF;10.0;120.0;7.20 x 6.0 x 3.8 (R);image/capacitors\40081.png;Datasheet\capacitors\T95\T95.pdf;Datasheet\capacitors\T95\T95.zip
T95;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;150 µF;20.0;140.0;7.20 x 6.0 x 3.8 (R);image/capacitors\40081.png;Datasheet\capacitors\T95\T95.pdf;Datasheet\capacitors\T95\T95.zip
