Series;Product Image;Package (JEDEC®) Code;VRRM(V);IRat VR(nA at V);VFat IF(V at mA);trr(ns);Circuit Configuration;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
BAV19WS-G, BAV20WS-G, BAV21WS-G;Enlarge;SOD-323;200.0;100 at 150;1 at 100;50.0;Single;Yes;image/diodes/83423.png;Datasheet/diodes/switching/BAV19WS-G, BAV20WS-G, BAV21WS-G/BAV19WS-G, BAV20WS-G, BAV21WS-G.pdf;Datasheet/diodes/switching/BAV19WS-G, BAV20WS-G, BAV21WS-G/BAV19WS-G, BAV20WS-G, BAV21WS-G.zip
BAV19WS-G, BAV20WS-G, BAV21WS-G;Enlarge;SOD-323;250.0;100 at 200;1 at 100;50.0;Single;Yes;image/diodes/83423.png;Datasheet/diodes/switching/BAV19WS-G, BAV20WS-G, BAV21WS-G/BAV19WS-G, BAV20WS-G, BAV21WS-G.pdf;Datasheet/diodes/switching/BAV19WS-G, BAV20WS-G, BAV21WS-G/BAV19WS-G, BAV20WS-G, BAV21WS-G.zip
BAV19WS-G, BAV20WS-G, BAV21WS-G;Enlarge;SOD-323;120.0;100 at 100;1 at 100;50.0;Single;Yes;image/diodes/83423.png;Datasheet/diodes/switching/BAV19WS-G, BAV20WS-G, BAV21WS-G/BAV19WS-G, BAV20WS-G, BAV21WS-G.pdf;Datasheet/diodes/switching/BAV19WS-G, BAV20WS-G, BAV21WS-G/BAV19WS-G, BAV20WS-G, BAV21WS-G.zip
