Series;Product Image;Type;Description;Rated Data;Current Data;Protection Level;Image path;Datasheet part;3d model part
ESTAsym CPR;Enlarge;Unbalance protection relay;Unbalance protection relay for capacitor banks connected in double star or bridge connection;Supply voltages: 40 VAC to 250 VAC, 50 Hz to 60 Hz / 40 VDC to 300 VDC;1 current input: 20 mA to 5 A;"IP50, IP54 by using a gasket; rear: IP20";image\capacitors\13176.png;Datasheet\capacitors\ESTAsym CPR\ESTAsym CPR.pdf;
