Part Number;Status;Description;Configuration;Slew Rate Time(µs);On Delay Time(µs);VINMin.(V);VINMax.(V);RDS(on)at VINMin.(mΩ);RDS(on)at VINMax.(mΩ);IQat VINMin.(µA);IQat VINMax.(µA);Output Discharge(Y / N);Reverse Blocking(Y / N);Cont. Current(A);Package;Package Size(W, L, H)(mm);Image path;Datasheet part;3d model part
SiP32481DB;;7 V (D-S), N-Channel Switch in WCSP3;Single;0.03;0.02;0.8;6.0;17.5;13.0;0.02;1.0;No;No;10.0;WCSP;0.96 x 0.96 x 0.27;75939;Datasheet/power-ics/SiP32481DB\SiP32481DB.pdf;
