Series;Product Image;IO(A);TC(°C);VRRM(V);VRSM(V);IFSMat 50 Hz(A);IFSMat 60 Hz(A);VFMat ITMat25 °C(V);TJ(°C);RthJCperJunction(°C/W);Package;CircuitConfiguration;Image path;Datasheet part;3d model part
VS-U5FH30BA60;Enlarge;30.0;131.0;600;600;290;305;2.1 at 30;175;;SOT-227;Single phase bridge;image/modules\96937.png;Datasheet\modules\VS-U5FH30BA60\VS-U5FH30BA60.pdf;
