Series;Product Image;Description;Part Number;Dialectric;Capacitor Type;Construction;Capacitance;Tolerance;Voltage Bias;Voltage;Lead Pitch;Image path;Datasheet part;3d model part
MKP1848 DC-Link;Enlarge;MKP1848 - AEC-Q200 DC-Link;MKP1848510914K2;Polypropylene;DC-Link;Radial Boxed;1µF;5;Vdc;1100;27.5;image/capacitors\28164.png;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.pdf;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.zip
MKP1848 DC-Link;Enlarge;MKP1848 - AEC-Q200 DC-Link;MKP1848510924K2;Polypropylene;DC-Link;Radial Boxed;1µF;5;Vdc;1200;27.5;image/capacitors\28164.png;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.pdf;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.zip
MKP1848 DC-Link;Enlarge;MKP1848 - AEC-Q200 DC-Link;MKP1848510454K2;Polypropylene;DC-Link;Radial Boxed;1µF;5;Vdc;450;27.5;image/capacitors\28164.png;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.pdf;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.zip
MKP1848 DC-Link;Enlarge;MKP1848 - AEC-Q200 DC-Link;MKP1848510704K2;Polypropylene;DC-Link;Radial Boxed;1µF;5;Vdc;700;27.5;image/capacitors\28164.png;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.pdf;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.zip
MKP1848 DC-Link;Enlarge;MKP1848 - AEC-Q200 DC-Link;MKP1848510084K2;Polypropylene;DC-Link;Radial Boxed;1µF;5;Vdc;800;27.5;image/capacitors\28164.png;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.pdf;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.zip
MKP1848 DC-Link;Enlarge;MKP1848 - AEC-Q200 DC-Link;MKP1848510094K2;Polypropylene;DC-Link;Radial Boxed;1µF;5;Vdc;900;27.5;image/capacitors\28164.png;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.pdf;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.zip
MKP1848 DC-Link;Enlarge;MKP1848 - AEC-Q200 DC-Link;MKP1848610914P4;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;1100;37.5;image/capacitors\28164.png;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.pdf;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.zip
MKP1848 DC-Link;Enlarge;MKP1848 - AEC-Q200 DC-Link;MKP1848610914Y2;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;1100;52.5;image/capacitors\28164.png;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.pdf;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.zip
MKP1848 DC-Link;Enlarge;MKP1848 - AEC-Q200 DC-Link;MKP1848610914P2;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;1100;37.5;image/capacitors\28164.png;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.pdf;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.zip
MKP1848 DC-Link;Enlarge;MKP1848 - AEC-Q200 DC-Link;MKP1848610914Y4;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;1100;52.5;image/capacitors\28164.png;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.pdf;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.zip
MKP1848 DC-Link;Enlarge;MKP1848 - AEC-Q200 DC-Link;MKP1848610924P4;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;1200;37.5;image/capacitors\28164.png;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.pdf;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.zip
MKP1848 DC-Link;Enlarge;MKP1848 - AEC-Q200 DC-Link;MKP1848610924Y2;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;1200;52.5;image/capacitors\28164.png;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.pdf;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.zip
MKP1848 DC-Link;Enlarge;MKP1848 - AEC-Q200 DC-Link;MKP1848610924P2;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;1200;37.5;image/capacitors\28164.png;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.pdf;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.zip
MKP1848 DC-Link;Enlarge;MKP1848 - AEC-Q200 DC-Link;MKP1848610924Y4;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;1200;52.5;image/capacitors\28164.png;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.pdf;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.zip
MKP1848 DC-Link;Enlarge;MKP1848 - AEC-Q200 DC-Link;MKP1848610454K2;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;450;27.5;image/capacitors\28164.png;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.pdf;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.zip
MKP1848 DC-Link;Enlarge;MKP1848 - AEC-Q200 DC-Link;MKP1848610454P2;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;450;37.5;image/capacitors\28164.png;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.pdf;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.zip
MKP1848 DC-Link;Enlarge;MKP1848 - AEC-Q200 DC-Link;MKP1848610454P4;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;450;37.5;image/capacitors\28164.png;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.pdf;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.zip
MKP1848 DC-Link;Enlarge;MKP1848 - AEC-Q200 DC-Link;MKP1848610704P4;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;700;37.5;image/capacitors\28164.png;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.pdf;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.zip
MKP1848 DC-Link;Enlarge;MKP1848 - AEC-Q200 DC-Link;MKP1848610704K2;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;700;27.5;image/capacitors\28164.png;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.pdf;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.zip
MKP1848 DC-Link;Enlarge;MKP1848 - AEC-Q200 DC-Link;MKP1848610704P2;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;700;37.5;image/capacitors\28164.png;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.pdf;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.zip
MKP1848 DC-Link;Enlarge;MKP1848 - AEC-Q200 DC-Link;MKP1848610084P2;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;800;37.5;image/capacitors\28164.png;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.pdf;Datasheet\capacitors\MKP1848 DC-Link\MKP1848 DC-Link.zip
