Part Number;Product Image;Package;Output;Load voltage (max.)(V);Load current (max.)(mA);I Fon (max.)(mA);R ON (max.)(Ω);R OFF (typ.)(GΩ);Turn-on time max.(ms);Turn-off time max.(ms);VISOmax.VRMS(V);Safety Standard;Image path;Datasheet part;3d model part
LH1512BAC, LH1512BACTR, LH1512BB;Enlarge;SMD-8, DIP-8;1 Form A/B, C;200.0;200.0;2.0;15.0;5000.0;3.0;3.0;3750;UL, FIMKO;image/solid-state-relays/83812.png;Datasheet\/solid-state-relays/LH1512BAC, LH1512BACTR, LH1512BB\LH1512BAC, LH1512BACTR, LH1512BB.pdf;Datasheet\/solid-state-relays/LH1512BAC, LH1512BACTR, LH1512BB\LH1512BAC, LH1512BACTR, LH1512BB.zip
