Part Number;Product Image;Package;VCEO(V);CTR Min.(1)%;CTR Max.(1)%;Forward Current IF(mA);ton/toff(µs);Operating Temperature(°C);Isolation Voltage VISOVRMS;Safety Standard(s);Image path;Datasheet part;3d model part
SFH690AB, SFH690A, SFH690B, SFH690C, SFH690D;Enlarge;SOP-4;70;50;400.0;5;5, 3;- 55 to + 100;3750;UL, cUL, VDE, BSI, CQC, CQC, F;image/optocouplers/83686.png;Datasheet/optocouplers/opt-tran-output/SFH690AB, SFH690A, SFH690B, SFH690C, SFH690D/SFH690AB, SFH690A, SFH690B, SFH690C, SFH690D.pdf;
