Series;Product Image;Description;Mounting;Trimmer Type;Resistance Min.(Ω);Resistance Max.(Ω);Image path;Datasheet part;3d model part
TS53;Enlarge;5 mm Square Surface Mount Miniature Trimmers Single-Turn Cermet Sealed;Surface-mount;Single turn;10;1 M;image/trimmers/51008.png;Datasheet/trimmers/TS53\TS53.pdf;Datasheet\/trimmers/TS53\TS53.zip
