Series;Type(V);Display Format;mm(W x H mm);mm(W x H mm).1;mm(W x H mm).2;mm(W x H mm).3;mm(W x H mm).4;Duty;Built-In Controller;Yellow;Green;Red;Blue;White;Image path;Datasheet part;3d model part
OLED-256Y064A-RPP3N00000;graphic;256 x 64 dots;84.0 x 25.8 x 2.05;71.104 x 19.264;-;0.248 x 0.248;0.27 x 0.27;1/64;SSD1322;-;-;Yes;-;-;37960;Datasheet/displays/OLED-256Y064A-RPP3N00000\OLED-256Y064A-RPP3N00000.pdf;
