Series;Product Image;IFAV(A);TC(°C);VRRM(V);IFSM(A);VFat IFMat 25 °C(V at A);TJ(°C);RthJC(°C/W);Package;Circuit Configuration;Isolation from Heatsink;Image path;Datasheet part;3d model part
VS-401CNQ...PbF Series;Enlarge;400;147;45.0;3450;0.67 at 200;-55 to +175;0.19;TO-244;Two diodes common cathode;Not Isolated;image\modules\94205.png;Datasheet\modules\VS-401CNQ...PbF Series\VS-401CNQ...PbF Series.pdf;
VS-401CNQ...PbF Series;Enlarge;400;147;40.0;3450;0.67 at 200;-55 to +175;0.19;TO-244;Two diodes common cathode;Not Isolated;image\modules\94205.png;Datasheet\modules\VS-401CNQ...PbF Series\VS-401CNQ...PbF Series.pdf;
