Part Number;Product Image;Data Rate(MBd);Package;CTR min.(%);tPLHtyp.(µs);tPHLtyp.(µs);Pulse Width Distortion PWD(ns);CMTI min.(V/μs);Operating Temperature(°C);Channel(s);Isolation VoltageVISO(VRMS);Safety Standard(s);Image path;Datasheet part;3d model part
VOIH72A;Enlarge;25.0;SOIC-8;;0.029;0.024;2.0;20000.0;-40 to +110;Single;3750;UL, cUL;image/optocouplers/80305.png;Datasheet/optocouplers/opto-high-speed/VOIH72A/VOIH72A.pdf;
