Part Number;Product Image;Description;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Packaging;Lead Style;Image path;Datasheet part;3d model part
WKO102MCPDJ0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000.0;Y5U;10 mm / 0.400 inch;Bulk;Straight;image\capacitors\22204.png;Datasheet\capacitors\WKO102MCPDJ0KR\WKO102MCPDJ0KR.pdf;Datasheet\capacitors\WKO102MCPDJ0KR\WKO102MCPDJ0KR.zip
