Series;Product Image;Description;Multiple Modules;Switch Module;Detent Module;Special Electrical Laws;Sealing Level;Lifespan;Image path;Datasheet part;3d model part
P13SM;Enlarge;Fully Sealed Container Cermet Potentiometers Submarine Applications;No;;;A: linear, L: logarithmic, F: reverse logarithmic;IP 68;25K cycles;image/potentiometers/51064.png;Datasheet\/potentiometers/P13SM\P13SM.pdf;Datasheet\/potentiometers/P13SM\P13SM.zip
