Series;Product Image;Description;Resistance at Tref.(min.)(Ω);Resistance at Tref.(max.)(Ω);Tref.(°C);Tolerance at Tref.(min.)(°C);Tolerance at Tref.(min.)(%);Typical TCR(ppm/°C);Operating Temperature(min.)(°C);Operating Temperature(max.)(°C);Image path;Datasheet part;3d model part
TFPTL;Enlarge;Radial Leaded PTC - Nickel Thin Film Linear Thermistors;100;5K;25;;1.0;4110;-55.0;150.0;image/thermistors\33027.png;Datasheet\thermistors\TFPTL\TFPTL.pdf;Datasheet\thermistors\TFPTL\TFPTL.zip
