Series;Product Image;Description;Part Number;Dialectric;Capacitor Type;Construction;Capacitance;Tolerance;Voltage Bias;Voltage;Lead Pitch;Image path;Datasheet part;3d model part
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233810105;Polypropylene;RFI X/Y;Radial Boxed;1µF;20;VacX1;440;27.5;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233814105;Polypropylene;RFI X/Y;Radial Boxed;1µF;20;VacX1;440;27.5;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233812105;Polypropylene;RFI X/Y;Radial Boxed;1µF;20;VacX1;440;27.5;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233812104;Polypropylene;RFI X/Y;Radial Boxed;100nF;20;VacX1;440;15.0;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233814104;Polypropylene;RFI X/Y;Radial Boxed;100nF;20;VacX1;440;15.0;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233818627;Polypropylene;RFI X/Y;Radial Boxed;100nF;5;VacX1;440;22.5;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233810104;Polypropylene;RFI X/Y;Radial Boxed;100nF;20;VacX1;440;15.0;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233818527;Polypropylene;RFI X/Y;Radial Boxed;100nF;10;VacX1;440;22.5;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233818427;Polypropylene;RFI X/Y;Radial Boxed;100nF;5;VacX1;440;22.5;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233818947;Polypropylene;RFI X/Y;Radial Boxed;100nF;5;VacX1;440;22.5;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233817104;Polypropylene;RFI X/Y;Radial Boxed;100nF;20;VacX1;440;15.0;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233816104;Polypropylene;RFI X/Y;Radial Boxed;100nF;20;VacX1;440;7.5;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233818127;Polypropylene;RFI X/Y;Radial Boxed;100nF;10;VacX1;440;22.5;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233818327;Polypropylene;RFI X/Y;Radial Boxed;100nF;10;VacX1;440;22.5;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233818227;Polypropylene;RFI X/Y;Radial Boxed;100nF;5;VacX1;440;22.5;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233818927;Polypropylene;RFI X/Y;Radial Boxed;100nF;10;VacX1;440;22.5;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233810103;Polypropylene;RFI X/Y;Radial Boxed;10nF;20;VacX1;440;15.0;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233817103;Polypropylene;RFI X/Y;Radial Boxed;10nF;20;VacX1;440;15.0;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233818514;Polypropylene;RFI X/Y;Radial Boxed;10nF;10;VacX1;440;15.0;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233816103;Polypropylene;RFI X/Y;Radial Boxed;10nF;20;VacX1;440;7.5;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233814103;Polypropylene;RFI X/Y;Radial Boxed;10nF;20;VacX1;440;15.0;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233818814;Polypropylene;RFI X/Y;Radial Boxed;10nF;5;VacX1;440;7.5;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233812103;Polypropylene;RFI X/Y;Radial Boxed;10nF;20;VacX1;440;15.0;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233818714;Polypropylene;RFI X/Y;Radial Boxed;10nF;10;VacX1;440;7.5;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233818414;Polypropylene;RFI X/Y;Radial Boxed;10nF;5;VacX1;440;15.0;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233818214;Polypropylene;RFI X/Y;Radial Boxed;10nF;5;VacX1;440;15.0;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233818914;Polypropylene;RFI X/Y;Radial Boxed;10nF;10;VacX1;440;15.0;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233818934;Polypropylene;RFI X/Y;Radial Boxed;10nF;5;VacX1;440;15.0;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
MKP338 1 X1;Enlarge;MKP338 1 - X1;BFC233818114;Polypropylene;RFI X/Y;Radial Boxed;10nF;10;VacX1;440;15.0;image/capacitors\28116.png;Datasheet\capacitors\MKP338 1 X1\MKP338 1 X1.pdf;
