Series;Product Image;Product Line;PPPMat 10 x 1000 μs(W);Package (JEDEC®)Code;TVS Polarity;Stand-OffVoltageVWM(V);BreakdownVoltage VBRat IT(V) Min.;BreakdownVoltage VBRat IT(V) Max.;TJMax.(°C);AEC-Q101Qualified;Image path;Datasheet part;3d model part
5KP8.5A thru 5KP188A;Enlarge;TRANSZORB® TVS;5000;P600;Unidirectional;100.0;111.0;123.0;175;Yes;image/diodes/88308.png;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.pdf;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.zip
5KP8.5A thru 5KP188A;Enlarge;TRANSZORB® TVS;5000;P600;Unidirectional;58.0;64.4;71.2;175;Yes;image/diodes/88308.png;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.pdf;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.zip
5KP8.5A thru 5KP188A;Enlarge;TRANSZORB® TVS;5000;P600;Unidirectional;20.0;22.2;24.5;175;Yes;image/diodes/88308.png;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.pdf;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.zip
5KP8.5A thru 5KP188A;Enlarge;TRANSZORB® TVS;5000;P600;Unidirectional;40.0;44.4;49.1;175;Yes;image/diodes/88308.png;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.pdf;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.zip
5KP8.5A thru 5KP188A;Enlarge;TRANSZORB® TVS;5000;P600;Unidirectional;11.0;12.2;13.5;175;Yes;image/diodes/88308.png;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.pdf;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.zip
5KP8.5A thru 5KP188A;Enlarge;TRANSZORB® TVS;5000;P600;Unidirectional;78.0;86.7;95.8;175;Yes;image/diodes/88308.png;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.pdf;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.zip
5KP8.5A thru 5KP188A;Enlarge;TRANSZORB® TVS;5000;P600;Unidirectional;160.0;178.0;197.0;175;Yes;image/diodes/88308.png;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.pdf;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.zip
5KP8.5A thru 5KP188A;Enlarge;TRANSZORB® TVS;5000;P600;Unidirectional;16.0;17.8;19.7;175;Yes;image/diodes/88308.png;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.pdf;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.zip
5KP8.5A thru 5KP188A;Enlarge;TRANSZORB® TVS;5000;P600;Unidirectional;30.0;33.3;36.8;175;Yes;image/diodes/88308.png;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.pdf;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.zip
5KP8.5A thru 5KP188A;Enlarge;TRANSZORB® TVS;5000;P600;Unidirectional;8.5;9.44;10.4;175;Yes;image/diodes/88308.png;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.pdf;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.zip
5KP8.5A thru 5KP188A;Enlarge;TRANSZORB® TVS;5000;P600;Unidirectional;64.0;71.1;78.6;175;Yes;image/diodes/88308.png;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.pdf;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.zip
5KP8.5A thru 5KP188A;Enlarge;TRANSZORB® TVS;5000;P600;Unidirectional;120.0;133.0;147.0;175;Yes;image/diodes/88308.png;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.pdf;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.zip
5KP8.5A thru 5KP188A;Enlarge;TRANSZORB® TVS;5000;P600;Unidirectional;13.0;14.4;15.9;175;Yes;image/diodes/88308.png;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.pdf;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.zip
5KP8.5A thru 5KP188A;Enlarge;TRANSZORB® TVS;5000;P600;Unidirectional;24.0;26.7;29.5;175;Yes;image/diodes/88308.png;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.pdf;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.zip
5KP8.5A thru 5KP188A;Enlarge;TRANSZORB® TVS;5000;P600;Unidirectional;45.0;50.0;55.3;175;Yes;image/diodes/88308.png;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.pdf;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.zip
5KP8.5A thru 5KP188A;Enlarge;TRANSZORB® TVS;5000;P600;Unidirectional;90.0;100.0;111.0;175;Yes;image/diodes/88308.png;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.pdf;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.zip
5KP8.5A thru 5KP188A;Enlarge;TRANSZORB® TVS;5000;P600;Unidirectional;188.0;209.0;231.0;175;Yes;image/diodes/88308.png;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.pdf;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.zip
5KP8.5A thru 5KP188A;Enlarge;TRANSZORB® TVS;5000;P600;Unidirectional;54.0;60.0;66.3;175;Yes;image/diodes/88308.png;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.pdf;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.zip
5KP8.5A thru 5KP188A;Enlarge;TRANSZORB® TVS;5000;P600;Unidirectional;18.0;20.0;22.1;175;Yes;image/diodes/88308.png;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.pdf;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.zip
5KP8.5A thru 5KP188A;Enlarge;TRANSZORB® TVS;5000;P600;Unidirectional;36.0;40.0;44.2;175;Yes;image/diodes/88308.png;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.pdf;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.zip
5KP8.5A thru 5KP188A;Enlarge;TRANSZORB® TVS;5000;P600;Unidirectional;10.0;11.1;12.3;175;Yes;image/diodes/88308.png;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.pdf;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.zip
5KP8.5A thru 5KP188A;Enlarge;TRANSZORB® TVS;5000;P600;Unidirectional;75.0;83.3;92.1;175;Yes;image/diodes/88308.png;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.pdf;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.zip
5KP8.5A thru 5KP188A;Enlarge;TRANSZORB® TVS;5000;P600;Unidirectional;150.0;167.0;185.0;175;Yes;image/diodes/88308.png;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.pdf;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.zip
5KP8.5A thru 5KP188A;Enlarge;TRANSZORB® TVS;5000;P600;Unidirectional;15.0;16.7;18.5;175;Yes;image/diodes/88308.png;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.pdf;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.zip
5KP8.5A thru 5KP188A;Enlarge;TRANSZORB® TVS;5000;P600;Unidirectional;28.0;31.1;34.4;175;Yes;image/diodes/88308.png;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.pdf;Datasheet/diodes/tvs-protection/5KP8.5A thru 5KP188A/5KP8.5A thru 5KP188A.zip
