Part Number;Product Image;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Lead Style;Packaging;Image path;Datasheet part;3d model part
RB012020BB30138BJ1;Enlarge;2000.0;300.0;R85;;;Individual;image\capacitors\22110.png;Datasheet\capacitors\RB012020BB30138BJ1\RB012020BB30138BJ1.pdf;
