Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V at A);IFSM(A);IRM(mA);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;AEC-Q101Qualified;Image path;Datasheet part;3d model part
V60120C;Enlarge;120;2 x 30;0.71;300.0;;150;TO-220AB;Common cathode;No;image/diodes\87953.png;Datasheet\diodes\V60120C\V60120C.pdf;Datasheet\diodes\V60120C\V60120C.zip
V60120C;Enlarge;120;2 x 30;0.71;300.0;;150;TO-220AB;Common cathode;No;image/diodes\89997.png;Datasheet\diodes\V60120C\V60120C.pdf;Datasheet\diodes\V60120C\V60120C.zip
