Part Number;Product Image;Data Rate(MBd);Package;CTR min.(%);tPLHtyp.(µs);tPHLtyp.(µs);Pulse Width Distortion PWD(ns);CMTI min.(V/μs);Operating Temperature(°C);Channel(s);Isolation VoltageVISO(VRMS);Safety Standard(s);Image path;Datasheet part;3d model part
6N139;Enlarge;0.1;DIP-8;500.0;1.5;0.6;;500.0;-55 to +100;Single;5300;UL, cUL, VDE;image/optocouplers\83605.png;Datasheet\optocouplers\6N139\6N139.pdf;Datasheet\optocouplers\6N139\6N139.zip
6N139;Enlarge;0.1;SMD-8;500.0;1.5;0.6;;500.0;-55 to +100;Single;5300;UL, cUL, VDE;image/optocouplers\83605.png;Datasheet\optocouplers\6N139\6N139.pdf;Datasheet\optocouplers\6N139\6N139.zip
