Series;Product Image;Description;Multiple Modules;Switch Module;Detent Module;Special Electrical Laws;Sealing Level;Lifespan;Image path;Datasheet part;3d model part
P16F, PA16F;Enlarge;Knob Potentiometer;No;Yes;Yes;A: linear, L: logarithmic, F: reverse logarithmic;IP 67;10K cycles (switch), 50 c;image/potentiometers/51090.png;Datasheet\/potentiometers/P16F, PA16F\P16F, PA16F.pdf;Datasheet\/potentiometers/P16F, PA16F\P16F, PA16F.zip
