Part Number;Product Image;Description;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Lead Style;Packaging;Image path;Datasheet part;3d model part
A391J15C0GH5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;390;C0G;;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A391J15C0GH5UAA\A391J15C0GH5UAA.pdf;
