Part Number;Status;Description;Product type;VinMin.(V);VinMax.(V);Package;PackageSize(W,L,H)(mm);Image path;Datasheet part;3d model part
SiC840A;New;"100 A smart power stage, 4.5 VINto 16 VIN, 
3.3 V PWM with diode emulation mode";VRPower (DrMOS);4.5;16.0;PowerPAK MLP39-65;5.0 x 6.0 x 0.75;63041;Datasheet/power-ics/computer/SiC840A/SiC840A.pdf;
