Series;Product Image;Order Code;Cap (µF);Voltage (V);Form;Case Size;Temp Max (°C);Useful Life;Style;Technology;Image path;Datasheet part;3d model part
196 HVC ENYCAP™;Enlarge;MAL219690111E3;90000000;4.2;Cell;35x25x10;+85 °C;1000;"""Button Cell, Radial, 3-pin, Stacked Vertical, keyed polarity, Form H""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691261E3;15000000;1.4;Cell;14.5x12.0x2.5;+85 °C;1000;"""Button Cell, Connector, Flat, Form F""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691111E3;4000000;1.4;Cell;Ø7.0x2.5;+70 °C;1000;"""Button Cell, Radial, 3-pin, Stacked Horizontal, keyed polarity, Form B3""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219690102E3;90000000;5.6;Cell;35x25x15;+85 °C;1000;"""Button Cell, Radial, 3-pin, Stacked Horizontal, keyed polarity, Form G""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691252E3;15000000;2.8;Cell;12.0x24.0x2.5;+85 °C;1000;"""SMD,Button Cell,  Flat, Two Cells, Form E2""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691131E3;4000000;1.4;Cell;Ø7.0x2.5;+70 °C;1000;"""SMD, Button Cell, Flat, One Cell, Form C""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219690112E3;90000000;5.6;Cell;35x25x15;+85 °C;1000;"""Button Cell, Radial, 3-pin, Stacked Vertical, keyed polarity, Form H""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691212E3;15000000;2.8;Cell;Ø12.0x5.0;+85 °C;1000;"""Button Cell, Radial, 3-pin, Stacked Horizontal, keyed polarity, Form B3""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691152E3;4000000;2.8;Cell;7.0x14.0x2.5;+70 °C;1000;"""SMD,Button Cell,  Flat, Two Cells, Form E2""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219690107E3;90000000;7.0;Cell;35x25x17.5;+85 °C;1000;"""Button Cell, Radial, 3-pin, Stacked Horizontal, keyed polarity, Form G""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691122E3;4000000;2.8;Cell;Ø7.0x5.0;+70 °C;1000;"""Button Cell, Radial, 2-pin, Stacked Horizontal, Form B2""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219690117E3;90000000;7.0;Cell;35x25x17.5;+85 °C;1000;"""Button Cell, Radial, 3-pin, Stacked Vertical, keyed polarity, Form H""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691102E3;4000000;2.8;Cell;Ø7.0x5.0;+70 °C;1000;"""Button Cell, Radial, 2-pin, Stacked Vertical, Form A2""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219690118E3;90000000;8.4;Cell;35x25x20;+85 °C;1000;"""Button Cell, Radial, 3-pin, Stacked Vertical, keyed polarity, Form H""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691112E3;4000000;2.8;Cell;Ø7.0x5.0;+70 °C;1000;"""Button Cell, Radial, 3-pin, Stacked Horizontal, keyed polarity, Form B3""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219690108E3;90000000;8.4;Cell;35x25x20;+85 °C;1000;"""Button Cell, Radial, 3-pin, Stacked Horizontal, keyed polarity, Form G""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691153E3;4000000;4.2;Cell;13.0x14.0x2.5;+70 °C;1000;"""SMD, Button Cell, Flat, Three Cells, Form E3""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691103E3;4000000;4.2;Cell;Ø7.0x7.5;+70 °C;1000;"""Button Cell, Radial, 2-pin, Stacked Vertical, Form A2""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691202E3;15000000;2.8;Cell;Ø12.0x5.0;+85 °C;1000;"""Button Cell, Radial, 2-pin, Stacked Vertical, Form A2""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691123E3;4000000;4.2;Cell;Ø7.0x7.5;+70 °C;1000;"""Button Cell, Radial, 2-pin, Stacked Horizontal, Form B2""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691222E3;15000000;2.8;Cell;Ø12.0x5.0;+85 °C;1000;"""Button Cell, Radial, 2-pin, Stacked Horizontal, Form B2""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691113E3;4000000;4.2;Cell;Ø7.0x7.5;+70 °C;1000;"""Button Cell, Radial, 3-pin, Stacked Horizontal, keyed polarity, Form B3""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691262E3;15000000;2.8;Cell;14.5x24.0x2.5;+85 °C;1000;"""Button Cell, Connector, Flat, Form F""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691154E3;4000000;5.6;Cell;14.0x14.0x2.5;+70 °C;1000;"""SMD, Button Cell, Flat, Four Cells, Form E4""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691203E3;15000000;4.2;Cell;Ø12.0x7.5;+85 °C;1000;"""Button Cell, Radial, 2-pin, Stacked Vertical, Form A2""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691124E3;4000000;5.6;Cell;Ø7.0x10.0;+70 °C;1000;"""Button Cell, Radial, 2-pin, Stacked Horizontal, Form B2""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691213E3;15000000;4.2;Cell;Ø12.0x7.5;+85 °C;1000;"""Button Cell, Radial, 3-pin, Stacked Horizontal, keyed polarity, Form B3""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691114E3;4000000;5.6;Cell;Ø7.0x10.0;+70 °C;1000;"""Button Cell, Radial, 3-pin, Stacked Horizontal, keyed polarity, Form B3""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691223E3;15000000;4.2;Cell;Ø12.0x7.5;+85 °C;1000;"""Button Cell, Radial, 2-pin, Stacked Horizontal, Form B2""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691104E3;4000000;5.6;Cell;Ø7.0x10.0;+70 °C;1000;"""Button Cell, Radial, 2-pin, Stacked Vertical, Form A2""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691263E3;15000000;4.2;Cell;14.5x36.0x2.5;+85 °C;1000;"""Button Cell, Connector, Flat, Form F""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691115E3;4000000;7.0;Cell;Ø7.0x12.5;+70 °C;1000;"""Button Cell, Radial, 3-pin, Stacked Horizontal, keyed polarity, Form B3""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691253E3;15000000;4.2;Cell;22.0x24.0x2.5;+85 °C;1000;"""SMD, Button Cell, Flat, Three Cells, Form E3""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691125E3;4000000;7.0;Cell;Ø7.0x12.5;+70 °C;1000;"""Button Cell, Radial, 2-pin, Stacked Horizontal, Form B2""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691214E3;15000000;5.6;Cell;Ø12.0x10.0;+85 °C;1000;"""Button Cell, Radial, 3-pin, Stacked Horizontal, keyed polarity, Form B3""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691105E3;4000000;7.0;Cell;Ø7.0x12.5;+70 °C;1000;"""Button Cell, Radial, 2-pin, Stacked Vertical, Form A2""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691204E3;15000000;5.6;Cell;Ø12.0x10.0;+85 °C;1000;"""Button Cell, Radial, 2-pin, Stacked Vertical, Form A2""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691116E3;4000000;8.4;Cell;Ø7.0x15.0;+70 °C;1000;"""Button Cell, Radial, 3-pin, Stacked Horizontal, keyed polarity, Form B3""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691224E3;15000000;5.6;Cell;Ø12.0x10.0;+85 °C;1000;"""Button Cell, Radial, 2-pin, Stacked Horizontal, Form B2""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691264E3;15000000;5.6;Cell;14.5x48.0x2.5;+85 °C;1000;"""Button Cell, Connector, Flat, Form F""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691254E3;15000000;5.6;Cell;24.0x24.0x2.5;+85 °C;1000;"""SMD, Button Cell, Flat, Four Cells, Form E4""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691205E3;15000000;7.0;Cell;Ø12.0x12.5;+85 °C;1000;"""Button Cell, Radial, 2-pin, Stacked Vertical, Form A2""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691225E3;15000000;7.0;Cell;Ø12.0x12.5;+85 °C;1000;"""Button Cell, Radial, 2-pin, Stacked Horizontal, Form B2""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691215E3;15000000;7.0;Cell;Ø12.0x12.5;+85 °C;1000;"""Button Cell, Radial, 3-pin, Stacked Horizontal, keyed polarity, Form B3""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691106E3;4000000;8.4;Cell;Ø7.0x15.0;+70 °C;1000;"""Button Cell, Radial, 2-pin, Stacked Vertical, Form A2""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691265E3;15000000;7.0;Cell;14.5x60.0x2.5;+85 °C;1000;"""Button Cell, Connector, Flat, Form F""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691126E3;4000000;8.4;Cell;Ø7.0x15.0;+70 °C;1000;"""Button Cell, Radial, 2-pin, Stacked Horizontal, Form B2""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691206E3;15000000;8.4;Cell;Ø12.0x15.0;+85 °C;1000;"""Button Cell, Radial, 2-pin, Stacked Vertical, Form A2""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219690116E3;90000000;1.4;Cell;35x25x5;+85 °C;1000;"""Button Cell, Radial, 3-pin, Stacked Vertical, keyed polarity, Form H""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691231E3;15000000;1.4;Cell;Ø12.0x2.5;+85 °C;1000;"""SMD, Button Cell, Flat, One Cell, Form C""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691216E3;15000000;8.4;Cell;Ø12.0x15.0;+85 °C;1000;"""Button Cell, Radial, 3-pin, Stacked Horizontal, keyed polarity, Form B3""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219690106E3;90000000;1.4;Cell;35x25x5;+85 °C;1000;"""Button Cell, Radial, 3-pin, Stacked Horizontal, keyed polarity, Form G""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691201E3;15000000;1.4;Cell;Ø12.0x2.5;+85 °C;1000;"""Button Cell, Radial, 2-pin, Stacked Vertical, Form A2""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
196 HVC ENYCAP™;Enlarge;MAL219691226E3;15000000;8.4;Cell;Ø12.0x15.0;+85 °C;1000;"""Button Cell, Radial, 2-pin, Stacked Horizontal, Form B2""";Supercapacitor;image/capacitors\28409.png;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.pdf;Datasheet\capacitors\196 HVC ENYCAP™\196 HVC ENYCAP™.zip
