Part Number;Product Image;Data Rate(MBd);Package;CTR min.(%);tPLHtyp.(µs);tPHLtyp.(µs);Pulse Width Distortion PWD(ns);CMTI min.(V/μs);Operating Temperature(°C);Channel(s);Isolation VoltageVISO(VRMS);Safety Standard(s);Image path;Datasheet part;3d model part
VO0630, VO0631, VO0661;Enlarge;10.0;SOIC-8;;0.05;0.04;10.0;1000.0;-40 to +100;Single;3750;UL, cUL, VDE;image/optocouplers/80415.png;Datasheet/optocouplers/opto-high-speed/VO0630, VO0631, VO0661/VO0630, VO0631, VO0661.pdf;Datasheet/optocouplers/opto-high-speed/VO0630, VO0631, VO0661/VO0630, VO0631, VO0661.zip
