Series;Product Image;Description;Mounting;Resistance at 25 °C(Ω);R25Tolerance(±%);B25/85(K);B25/85Tolerance(±%);Operating Temperature Range(°C);Image path;Datasheet part;3d model part
NTCAIMME3;Enlarge;NTC Thermistors, Miniature Immersion Sensor;;10000.0;3.0;3984.0;0.5;-25 to +105;image/thermistors\29131.png;Datasheet\thermistors\NTCAIMME3\NTCAIMME3.pdf;Datasheet\thermistors\NTCAIMME3\NTCAIMME3.zip
