Part Number;Product Image;Package;VCEO(V);CTR min.1%;CTR max.1%;Forward Current IFmax.(mA);Power DissipationmW(mW);Operating Temperature max.(°C);Isolation Voltage VISOVRMS;Safety Standard(s);Image path;Datasheet part;3d model part
TCMT1600, TCMT4600, TCMT4606;Enlarge;SOP-4;70.0;80;300.0;± 60;150.0;-40 to +100;3750;UL, cUL, VDE, BSI, CQC, FIMKO;image/optocouplers/83512.png;Datasheet/optocouplers/opto-ac-in/TCMT1600, TCMT4600, TCMT4606/TCMT1600, TCMT4600, TCMT4606.pdf;Datasheet/optocouplers/opto-ac-in/TCMT1600, TCMT4600, TCMT4606/TCMT1600, TCMT4600, TCMT4606.zip
TCMT1600, TCMT4600, TCMT4606;Enlarge;SOP-16;70.0;80;300.0;± 60;150.0;-40 to +100;3750;UL, cUL, VDE, BSI, CQC, FIMKO;image/optocouplers/83512.png;Datasheet/optocouplers/opto-ac-in/TCMT1600, TCMT4600, TCMT4606/TCMT1600, TCMT4600, TCMT4606.pdf;Datasheet/optocouplers/opto-ac-in/TCMT1600, TCMT4600, TCMT4606/TCMT1600, TCMT4600, TCMT4606.zip
