Series;Product Image;Description;Mounting;Trimmer Type;Resistance Min.(Ω);Resistance Max.(Ω);Image path;Datasheet part;3d model part
T12, T13;Enlarge;Fully Sealed Container 12 mm Square or Round Single-Turn Cermet Trimmer;Through-hole;Single turn;22;10 M;image/trimmers/51022.png;Datasheet/trimmers/T12, T13\T12, T13.pdf;
