Series;Product Image;Type;Description;Technology;Resistance (min)(Ω);Resistance (max)(Ω);TCR Absolute(ppm/°C);TCR Tracking(ppm/°C);Absolute Tolerance(%);Ratio Tolerance(%);Power(W);Package Type;Case (EIA & Mil);Image path;Datasheet part;3d model part
ACAS 0612 - Precision;Enlarge;Resistor Arrays;Precision Thin Film Chip Resistor Array;Thin Film;47;221 K;10.0;5.0;0.1;0.05;0.1;Arrays / leadless;612.0;image/networks-and-arrays/28751.png;Datasheet\/networks-and-arrays/ACAS 0612 - Precision\ACAS 0612 - Precision.pdf;Datasheet\/networks-and-arrays/ACAS 0612 - Precision\ACAS 0612 - Precision.zip
