Series;Product Image;IFAV(A);TC(°C);VRRM(V);IFSM(A);VFat IFMat 25 °C(V at A);TJ(°C);RthJC(°C/W);trr(ns);Package;CircuitConfiguration;Isolationfrom Heatsink;Image path;Datasheet part;3d model part
VS-UFB130FA60;Enlarge;82;85;600;750;1.43 at 60;-55 to +175;0.73;79;SOT-227;Two separate diodes, parallel pin-out;Isolated;image\modules\93657.png;Datasheet\modules\VS-UFB130FA60\VS-UFB130FA60.pdf;
