Part Number;Product Image;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Lead Style;Packaging;Image path;Datasheet part;3d model part
RE012020BB16138BJ1;Enlarge;2000.0;160.0;R85;;;Individual;image\capacitors\22110.png;Datasheet\capacitors\RE012020BB16138BJ1\RE012020BB16138BJ1.pdf;
