Part Number;Product Image;Package;VCEO(V);CTR min.1%;CTR max.1%;Forward Current IFmax.(mA);Power DissipationmW(mW);Operating Temperature max.(°C);Isolation Voltage VISOVRMS;Safety Standard(s);Image path;Datasheet part;3d model part
VOS627A;Enlarge;SSOP-4;80.0;50;600.0;50;;-55 to +110;3750;UL, cUL, VDE, FIMKO, CQC;image/optocouplers\83475.png;Datasheet\optocouplers\VOS627A\VOS627A.pdf;Datasheet\optocouplers\VOS627A\VOS627A.zip
