Series;Product Image;Type;Description;Technology;Resistance (min)(Ω);Resistance (max)(Ω);TCR Absolute(ppm/°C);TCR Tracking(ppm/°C);Absolute Tolerance(%);Ratio Tolerance(%);Power(W);Package Type;Case (EIA & Mil);Image path;Datasheet part;3d model part
CSO;Enlarge;Resistor Networks;Sandwich, 50 mil Pitch, Dual In-Line Thin Film Resistor, Surface Mount Network;Thin Film;100;1.5 M;25.0;5.0;0.05;0.02;0.1;Ceramic sandwich;;image/networks-and-arrays/60011.png;Datasheet\/networks-and-arrays/CSO\CSO.pdf;
