Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V at A);IFSM(A);IRM(mA);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;AEC-Q101Qualified;Image path;Datasheet part;3d model part
MBR30H60CT;Enlarge;60;2 x 15;0.59;150.0;;175;TO-220AB;Common cathode;No;image/diodes\88866.png;Datasheet\diodes\MBR30H60CT\MBR30H60CT.pdf;Datasheet\diodes\MBR30H60CT\MBR30H60CT.zip
