Part Number;Product Image;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Lead Style;Packaging;Image path;Datasheet part;3d model part
PA0140BJ10138BF1;Enlarge;15000.0;100.0;R7;;;Individual;image\capacitors\22082.png;Datasheet\capacitors\PA0140BJ10138BF1\PA0140BJ10138BF1.pdf;Datasheet\capacitors\PA0140BJ10138BF1\PA0140BJ10138BF1.zip
