Part Number;Image;Package;Color;Circuitry;IVminμcd;Typ. IVμcd;Max. IVμcd;at If(mA);Typ. Vf(V);Image path;Datasheet part;3d model part
VDMY10A0;Enlarge;10 mm;Yellow;Common anode;;30250.0;;10;2.0;image/displays\84196.png;Datasheet\displays\VDMY10A0\VDMY10A0.pdf;Datasheet\displays\VDMY10A0\VDMY10A0.zip
