Part Number;Product Image;IF(AV)(A);VFat IF(V at A);IFSM(A);Rev. Voltage(V);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
KBL02;Enlarge;4.0;1.1;200;200;150;KBL;In-line;image/diodes/88655.png;Datasheet/diodes/bridge/KBL02/KBL02.pdf;Datasheet/diodes/bridge/KBL02/KBL02.zip
