Part Number;Image;Package;Color;Circuitry;IVminμcd;Typ. IVμcd;Max. IVμcd;at If(mA);Typ. Vf(V);Image path;Datasheet part;3d model part
TDSO3160-KL;Enlarge;10 mm;Orange red;Common cathode;1800.0;;5600.0;10;2.0;image/displays\83125.png;Datasheet\displays\TDSO3160-KL\TDSO3160-KL.pdf;Datasheet\displays\TDSO3160-KL\TDSO3160-KL.zip
