Series;Product Image;IFAV(A);TC(°C);VRRM(V);IFSM(A);VFat IFMat 25 °C(V at A);TJ(°C);RthJC(°C/W);Package;Circuit Configuration;Isolation from Heatsink;Image path;Datasheet part;3d model part
VS-VSKCS220/030;Enlarge;220;110;30.0;2000;0.59 at 110;-55 to +150;0.52;AAP Gen 7 (TO-240AA);Two diodes common cathode;Isolated;image\modules\94633.png;Datasheet\modules\VS-VSKCS220/030\VS-VSKCS220/030.pdf;
