Series;Product Image;Order Code;Cap (µF);Voltage(V);Form;Case Size;Temp Max(°C);Useful Life;Style;Technology;Image path;Datasheet part;3d model part
190 RTL;Enlarge;MAL219095473E3;4700.0;16.0;Radial;Ø16x31;+125 °C;7000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219035152E3;1500.0;16.0;Radial;Ø12.5x20;+125 °C;8000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219061681E3;680.0;50.0;Radial;Ø12.5x25;+125 °C;10000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219065222E3;2200.0;16.0;Radial;Ø12.5x25;+125 °C;10000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219050331E3;330.0;35.0;Radial;Ø10x16;+125 °C;6000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219095476E3;4700.0;16.0;Radial;Ø16x31;+125 °C;7000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219036152E3;1500.0;25.0;Radial;Ø12.5x25;+125 °C;6000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219035682E3;6800.0;16.0;Radial;Ø18x31;+125 °C;7000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219090225E3;2200.0;35.0;Radial;Ø16x31;+125 °C;4000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219030331E3;330.0;35.0;Radial;Ø10x16;+125 °C;6000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219095475E3;4700.0;16.0;Radial;Ø16x31;+125 °C;7000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219066152E3;1500.0;25.0;Radial;Ø12.5x25;+125 °C;6000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219065682E3;6800.0;16.0;Radial;Ø18x31;+125 °C;7000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219090226E3;2200.0;35.0;Radial;Ø16x31;+125 °C;4000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219060331E3;330.0;35.0;Radial;Ø10x16;+125 °C;6000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219055472E3;4700.0;16.0;Radial;Ø18x25;+125 °C;6000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219056152E3;1500.0;25.0;Radial;Ø12.5x25;+125 °C;6000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219055682E3;6800.0;16.0;Radial;Ø18x31;+125 °C;7000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219090223E3;2200.0;35.0;Radial;Ø16x31;+125 °C;4000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219031331E3;330.0;50.0;Radial;Ø10x20;+125 °C;10000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219031101E3;100.0;50.0;Radial;Ø10x12;+125 °C;8000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219035472E3;4700.0;16.0;Radial;Ø18x25;+125 °C;6000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219030152E3;1500.0;35.0;Radial;Ø18x20;+125 °C;10000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219031821E3;820.0;50.0;Radial;Ø16x20;+125 °C;4000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219030222E3;2200.0;35.0;Radial;Ø18x25;+125 °C;10000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219051331E3;330.0;50.0;Radial;Ø10x20;+125 °C;10000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219061101E3;100.0;50.0;Radial;Ø10x12;+125 °C;8000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219065472E3;4700.0;16.0;Radial;Ø18x25;+125 °C;6000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
190 RTL;Enlarge;MAL219060152E3;1500.0;35.0;Radial;Ø18x20;+125 °C;10000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors\28465.png;Datasheet\capacitors\190 RTL\190 RTL.pdf;
