Part Number;Product Image;Data Rate(MBd);Package;CTR min.(%);tPLHtyp.(µs);tPHLtyp.(µs);Pulse Width Distortion PWD(ns);CMTI min.(V/μs);Operating Temperature(°C);Channel(s);Isolation VoltageVISO(VRMS);Safety Standard(s);Image path;Datasheet part;3d model part
SFH6318, SFH6319;Enlarge;0.1;SOIC-8;500.0;3.0;0.5;;;-55 to +100;Single;3333;UL, cUL, VDE;image/optocouplers\83678.png;Datasheet\optocouplers\SFH6318, SFH6319\SFH6318, SFH6319.pdf;Datasheet\optocouplers\SFH6318, SFH6319\SFH6318, SFH6319.zip
