Part Number;Product Image;Package;Reverse WorkingVoltage(V);Capacitance(pF);LeakageCurrent(µA);Peak Pulse Current8/20 µs (*10/1000 µs)acc. IEC 61000-4-5(A);Peak PulsePower 8/20 µsacc. IEC 61000-4-5(W);ProtectableLines;ESD Immunityacc. IEC 61000-4-2(kV);Max. OperatingJunction Temperature(°C);AEC-Q101Qualified;Image path;Datasheet part;3d model part
VBUS05N1-HD1;Enlarge;DFN1006-2A;5.5;0.7;0.1;4.0;60;1;± 16;150;Yes;image/diodes/86201.png;Datasheet/diodes/esd-protection/VBUS05N1-HD1/VBUS05N1-HD1.pdf;Datasheet/diodes/esd-protection/VBUS05N1-HD1/VBUS05N1-HD1.zip
