Series;Product Image;Product Group;VRmax. / VRRM(V);IFmax.(mA);VFmax. at IF(mV at mA);AEC-Q101 Qualified;Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
BAT81S, BAT82S, BAT83S;Enlarge;Small Signal Schottky Diode;40.0;30.0;1000 at 15;No;DO-35 (DO-204AH);Single;image/diodes\85512.png;Datasheet\diodes\BAT81S, BAT82S, BAT83S\BAT81S, BAT82S, BAT83S.pdf;Datasheet\diodes\BAT81S, BAT82S, BAT83S\BAT81S, BAT82S, BAT83S.zip
BAT81S, BAT82S, BAT83S;Enlarge;Small Signal Schottky Diode;50.0;30.0;1000 at 15;No;DO-35 (DO-204AH);Single;image/diodes\85512.png;Datasheet\diodes\BAT81S, BAT82S, BAT83S\BAT81S, BAT82S, BAT83S.pdf;Datasheet\diodes\BAT81S, BAT82S, BAT83S\BAT81S, BAT82S, BAT83S.zip
BAT81S, BAT82S, BAT83S;Enlarge;Small Signal Schottky Diode;60.0;30.0;1000 at 15;No;DO-35 (DO-204AH);Single;image/diodes\85512.png;Datasheet\diodes\BAT81S, BAT82S, BAT83S\BAT81S, BAT82S, BAT83S.pdf;Datasheet\diodes\BAT81S, BAT82S, BAT83S\BAT81S, BAT82S, BAT83S.zip
