Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;35.0;300.0;7.3 x 4.3 x 4.3 (E);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;10.0;100.0;7.3 x 4.3 x 4.3 (E);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;25.0;275.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;220 µF;6.0;100.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;16.0;125.0;7.3 x 4.3 x 4.3 (E);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;35.0;300.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;150 µF;10.0;100.0;7.3 x 4.3 x 4.3 (E);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;25.0;200.0;7.3 x 4.3 x 4.3 (E);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;220 µF;6.0;100.0;7.3 x 4.3 x 4.3 (E);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;20.0;275.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;35.0;250.0;7.3 x 4.3 x 4.3 (E);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;150 µF;10.0;100.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;25.0;225.0;7.3 x 4.3 x 4.3 (E);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;10.0;200.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;20.0;275.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;220 µF;10.0;100.0;7.3 x 4.3 x 4.3 (E);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;35.0;225.0;7.3 x 4.3 x 4.3 (E);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;25.0;175.0;7.3 x 4.3 x 4.3 (E);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;68 µF;10.0;150.0;7.3 x 4.3 x 4.3 (E);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;20.0;150.0;7.3 x 4.3 x 4.3 (E);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;68 µF;6.0;175.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;16.0;250.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;35.0;300.0;7.3 x 4.3 x 4.3 (E);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;35.0;600.0;6.0 x 3.2 x 2.8 (C);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;10.0;100.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;68 µF;20.0;150.0;7.3 x 4.3 x 4.3 (E);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;150 µF;6.0;125.0;7.3 x 4.3 x 4.3 (E);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;16.0;200.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
DLA 95158;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;50.0;300.0;7.3 x 4.3 x 4.3 (E);image/capacitors\40120.png;Datasheet\capacitors\DLA 95158\DLA 95158.pdf;
