Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V at A);IFSM(A);IRM(mA);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;AEC-Q101Qualified;Image path;Datasheet part;3d model part
VI30200C;Enlarge;200;2 x 15;0.648;250.0;;150;TO-262AA;Common cathode;No;image/diodes\89177.png;Datasheet\diodes\VI30200C\VI30200C.pdf;
