Part Number;Product Image;Description;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Packaging;Lead Style;Image path;Datasheet part;3d model part
VY2680K29Y5SS6TV5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68.0;Y5S;5 mm / 0.200 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2680K29Y5SS6TV5\VY2680K29Y5SS6TV5.pdf;Datasheet\capacitors\VY2680K29Y5SS6TV5\VY2680K29Y5SS6TV5.zip
