Part Number;Product Image;Package;Dimensions(mm);Carrier Frequency(kHz);AGC;Transmission DistanceTyp.(m);Detection Threshold /Sensitivity Typ.;Half ViewingAngle(°);Supply CurrentTyp.(mA);Pinning;Recommended for RemoteControl Code;Application;Mounting;Image path;Datasheet part;3d model part
TSOP75436W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;36;AGC4;18.0;0.2;± 75;0.35;1, 4 = GND, 2 = VS, 3 = OUT;RC-5;Remote control;SMD;image/ir-receiver-modules/82496.png;Datasheet\/ir-receiver-modules/TSOP75436W\TSOP75436W.pdf;Datasheet\/ir-receiver-modules/TSOP75436W\TSOP75436W.zip
TSOP75436W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;36;AGC4;18.0;0.2;± 75;0.35;1, 4 = GND, 2 = VS, 3 = OUT;RC-6;Remote control;SMD;image/ir-receiver-modules/82496.png;Datasheet\/ir-receiver-modules/TSOP75436W\TSOP75436W.pdf;Datasheet\/ir-receiver-modules/TSOP75436W\TSOP75436W.zip
TSOP75436W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;36;AGC4;18.0;0.2;± 75;0.35;1, 4 = GND, 2 = VS, 3 = OUT;Panasonic;Remote control;SMD;image/ir-receiver-modules/82496.png;Datasheet\/ir-receiver-modules/TSOP75436W\TSOP75436W.pdf;Datasheet\/ir-receiver-modules/TSOP75436W\TSOP75436W.zip
