Series;Product Image;Description;AC Operating Voltage Min.(VRMS);AC Operating Voltage Max.(VRMS);DC Operating Voltage Min.(VDC);DC Operating Voltage Max.(VDC);INRP8/20 µsMax.(Ap);Energy 10/1000 µsMax.(J);Operating Temperature Min.(°C);Operating Temperature Max.(°C);Image path;Datasheet part;3d model part
VDRS Series;Enlarge;VDR Metal Oxide Varistors Standard;14;680;18.0;895;6500;496.0;-40;85;image/varistors/29081.png;Datasheet\/varistors/VDRS Series\VDRS Series.pdf;Datasheet\/varistors/VDRS Series\VDRS Series.zip
