Series;Product Image;IFAV(A);TC(°C);VRRM(V);IFSM(A);VFat IFMat 25 °C(V at A);TJ(°C);RthJC(°C/W);trr(ns);Package;CircuitConfiguration;Isolationfrom Heatsink;Image path;Datasheet part;3d model part
VS-UFL130FA60;Enlarge;87;85;600;800;1.29 at 60;-55 to +175;0.73;105;SOT-227;Two separate diodes, parallel pin-out;Isolated;image\modules\93658.png;Datasheet\modules\VS-UFL130FA60\VS-UFL130FA60.pdf;
