Series;Product Image;IF(AV)(A) at Ths/TC(°C);IFSMat 50 Hz(A);IFSMat 60 Hz(A);VRRM(V);trr(µs);TJ(°C);VFM(V);Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
VS-50PF(R)...(W) High Voltage Series;Enlarge;50 at 128;570;595;1600;;-55 to +160;1.5;DO-5 (DO-203AB);Single;image/diodes/93517.png;Datasheet/diodes/med-high-diodes/VS-50PF(R)...(W) High Voltage Series/VS-50PF(R)...(W) High Voltage Series.pdf;
VS-50PF(R)...(W) High Voltage Series;Enlarge;50 at 128;570;595;1400;;-55 to +160;1.5;DO-5 (DO-203AB);Single;image/diodes/93517.png;Datasheet/diodes/med-high-diodes/VS-50PF(R)...(W) High Voltage Series/VS-50PF(R)...(W) High Voltage Series.pdf;
