Part Number;Product Image;Package;VCEO(V);CTR min1%;Forward Current IFmax.(mA);Operating Temperature max.(°C);Isolation Voltage VISOVRMS;Safety Standard(s);Image path;Datasheet part;3d model part
TCLD1000;Enlarge;SOP-4L;35;600;60;-55 to +100;5000;UL, cUL, VDE, BSI, FIMKO, ,;image/optocouplers/83516.png;Datasheet/optocouplers/opto-darl-out/TCLD1000/TCLD1000.pdf;
