Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V);IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;Snap factor;AEC-Q101Qualified;Image path;Datasheet part;3d model part
S5M;Enlarge;1000;5;1.15;100.0;;175;SMC (DO-214AB);Single;;Yes;image/diodes\98460.png;Datasheet\diodes\S5M\S5M.pdf;Datasheet\diodes\S5M\S5M.zip
