Part Number;Product Image;Package;VCEO(V);CTR min1%;Forward Current IFmax.(mA);Operating Temperature max.(°C);Isolation Voltage VISOVRMS;Safety Standard(s);Image path;Datasheet part;3d model part
IL221AT, IL222AT, IL223AT;Enlarge;SOIC-8;30;100;60;-55 to +100;4000;UL, cUL, VDE;image/optocouplers/83617.png;Datasheet/optocouplers/opto-darl-out/IL221AT, IL222AT, IL223AT/IL221AT, IL222AT, IL223AT.pdf;Datasheet/optocouplers/opto-darl-out/IL221AT, IL222AT, IL223AT/IL221AT, IL222AT, IL223AT.zip
