Series;Product Image;Resistance Min.(Ω);Resistance Max.(Ω);E-Series;Tolerance(± %);Power Rating(W);Maximum Voltage(V);TCR(± ppm/°C);MountingTechnology;Size / Device Style;OperatingTemperature(°C);Automotive;Image path;Datasheet part;3d model part
FHV Radial;Enlarge;1.1G;10G;;10.0;4;15000;200;Through-hole;Radial;-55 to +125;No;image/resistors-fixed/68001.png;Datasheet\/resistors-fixed/FHV Radial\FHV Radial.pdf;
FHV Radial;Enlarge;1.1G;10G;;5.0;4;15000;200;Through-hole;Radial;-55 to +125;No;image/resistors-fixed/68001.png;Datasheet\/resistors-fixed/FHV Radial\FHV Radial.pdf;
FHV Radial;Enlarge;1.1G;2G;;10.0;1;3500;200;Through-hole;Radial;-55 to +125;No;image/resistors-fixed/68001.png;Datasheet\/resistors-fixed/FHV Radial\FHV Radial.pdf;
FHV Radial;Enlarge;1.1G;2G;;10.0;1;7500;200;Through-hole;Radial;-55 to +125;No;image/resistors-fixed/68001.png;Datasheet\/resistors-fixed/FHV Radial\FHV Radial.pdf;
FHV Radial;Enlarge;1.1G;2G;;10.0;1.5;11250;200;Through-hole;Radial;-55 to +125;No;image/resistors-fixed/68001.png;Datasheet\/resistors-fixed/FHV Radial\FHV Radial.pdf;
FHV Radial;Enlarge;1.1G;2G;;10.0;2;7500;200;Through-hole;Radial;-55 to +125;No;image/resistors-fixed/68001.png;Datasheet\/resistors-fixed/FHV Radial\FHV Radial.pdf;
FHV Radial;Enlarge;1.1G;2G;;5.0;1;3500;200;Through-hole;Radial;-55 to +125;No;image/resistors-fixed/68001.png;Datasheet\/resistors-fixed/FHV Radial\FHV Radial.pdf;
FHV Radial;Enlarge;1.1G;2G;;5.0;1;7500;200;Through-hole;Radial;-55 to +125;No;image/resistors-fixed/68001.png;Datasheet\/resistors-fixed/FHV Radial\FHV Radial.pdf;
FHV Radial;Enlarge;1.1G;2G;;5.0;1.5;11250;200;Through-hole;Radial;-55 to +125;No;image/resistors-fixed/68001.png;Datasheet\/resistors-fixed/FHV Radial\FHV Radial.pdf;
FHV Radial;Enlarge;1.1G;2G;;5.0;2;7500;200;Through-hole;Radial;-55 to +125;No;image/resistors-fixed/68001.png;Datasheet\/resistors-fixed/FHV Radial\FHV Radial.pdf;
FHV Radial;Enlarge;1.1G;8G;;10.0;2;15000;200;Through-hole;Radial;-55 to +125;No;image/resistors-fixed/68001.png;Datasheet\/resistors-fixed/FHV Radial\FHV Radial.pdf;
FHV Radial;Enlarge;1.1G;8G;;5.0;2;15000;200;Through-hole;Radial;-55 to +125;No;image/resistors-fixed/68001.png;Datasheet\/resistors-fixed/FHV Radial\FHV Radial.pdf;
FHV Radial;Enlarge;100;1G;;1.0;0.25;3750;200;Through-hole;Radial;-55 to +125;No;image/resistors-fixed/68001.png;Datasheet\/resistors-fixed/FHV Radial\FHV Radial.pdf;
FHV Radial;Enlarge;100;1G;;1.0;1;3500;200;Through-hole;Radial;-55 to +125;No;image/resistors-fixed/68001.png;Datasheet\/resistors-fixed/FHV Radial\FHV Radial.pdf;
FHV Radial;Enlarge;100;1G;;1.0;1;7500;200;Through-hole;Radial;-55 to +125;No;image/resistors-fixed/68001.png;Datasheet\/resistors-fixed/FHV Radial\FHV Radial.pdf;
FHV Radial;Enlarge;100;1G;;10.0;0.25;3750;200;Through-hole;Radial;-55 to +125;No;image/resistors-fixed/68001.png;Datasheet\/resistors-fixed/FHV Radial\FHV Radial.pdf;
FHV Radial;Enlarge;100;1G;;10.0;1;3500;200;Through-hole;Radial;-55 to +125;No;image/resistors-fixed/68001.png;Datasheet\/resistors-fixed/FHV Radial\FHV Radial.pdf;
FHV Radial;Enlarge;100;1G;;10.0;1;7500;200;Through-hole;Radial;-55 to +125;No;image/resistors-fixed/68001.png;Datasheet\/resistors-fixed/FHV Radial\FHV Radial.pdf;
FHV Radial;Enlarge;100;1G;;2.0;0.25;3750;200;Through-hole;Radial;-55 to +125;No;image/resistors-fixed/68001.png;Datasheet\/resistors-fixed/FHV Radial\FHV Radial.pdf;
FHV Radial;Enlarge;100;1G;;2.0;1;3500;200;Through-hole;Radial;-55 to +125;No;image/resistors-fixed/68001.png;Datasheet\/resistors-fixed/FHV Radial\FHV Radial.pdf;
