Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
173D;Enlarge;Tantalum, Solid;Through Hole;Axial;330 µF;6.0;;13.97 x 7.11 (Y);image/capacitors\40019.png;Datasheet\capacitors\173D\173D.pdf;Datasheet\capacitors\173D\173D.zip
173D;Enlarge;Tantalum, Solid;Through Hole;Axial;6.8 µF;35.0;;10.67 x 4.57 (X);image/capacitors\40019.png;Datasheet\capacitors\173D\173D.pdf;Datasheet\capacitors\173D\173D.zip
173D;Enlarge;Tantalum, Solid;Through Hole;Axial;18 µF;2.0;;7.37 x 2.79 (V);image/capacitors\40019.png;Datasheet\capacitors\173D\173D.pdf;Datasheet\capacitors\173D\173D.zip
173D;Enlarge;Tantalum, Solid;Through Hole;Axial;0.47 µF;25.0;;6.60 x 2.41 (U);image/capacitors\40019.png;Datasheet\capacitors\173D\173D.pdf;Datasheet\capacitors\173D\173D.zip
173D;Enlarge;Tantalum, Solid;Through Hole;Axial;3.3 µF;15.0;;7.37 x 2.79 (V);image/capacitors\40019.png;Datasheet\capacitors\173D\173D.pdf;Datasheet\capacitors\173D\173D.zip
173D;Enlarge;Tantalum, Solid;Through Hole;Axial;4.7 µF;50.0;;10.67 x 4.57 (X);image/capacitors\40019.png;Datasheet\capacitors\173D\173D.pdf;Datasheet\capacitors\173D\173D.zip
173D;Enlarge;Tantalum, Solid;Through Hole;Axial;15 µF;6.0;;7.37 x 2.79 (V);image/capacitors\40019.png;Datasheet\capacitors\173D\173D.pdf;Datasheet\capacitors\173D\173D.zip
173D;Enlarge;Tantalum, Solid;Through Hole;Axial;0.33 µF;35.0;;6.60 x 2.41 (U);image/capacitors\40019.png;Datasheet\capacitors\173D\173D.pdf;Datasheet\capacitors\173D\173D.zip
173D;Enlarge;Tantalum, Solid;Through Hole;Axial;5.6 µF;20.0;;8.76 x 4.57 (W);image/capacitors\40019.png;Datasheet\capacitors\173D\173D.pdf;Datasheet\capacitors\173D\173D.zip
173D;Enlarge;Tantalum, Solid;Through Hole;Axial;33 µF;10.0;;10.67 x 4.57 (X);image/capacitors\40019.png;Datasheet\capacitors\173D\173D.pdf;Datasheet\capacitors\173D\173D.zip
173D;Enlarge;Tantalum, Solid;Through Hole;Axial;0.27 µF;50.0;;6.60 x 2.41 (U);image/capacitors\40019.png;Datasheet\capacitors\173D\173D.pdf;Datasheet\capacitors\173D\173D.zip
173D;Enlarge;Tantalum, Solid;Through Hole;Axial;18 µF;4.0;;7.37 x 2.79 (V);image/capacitors\40019.png;Datasheet\capacitors\173D\173D.pdf;Datasheet\capacitors\173D\173D.zip
173D;Enlarge;Tantalum, Solid;Through Hole;Axial;10 µF;25.0;;8.76 x 4.57 (W);image/capacitors\40019.png;Datasheet\capacitors\173D\173D.pdf;Datasheet\capacitors\173D\173D.zip
173D;Enlarge;Tantalum, Solid;Through Hole;Axial;68 µF;15.0;;13.97 x 7.11 (Y);image/capacitors\40019.png;Datasheet\capacitors\173D\173D.pdf;Datasheet\capacitors\173D\173D.zip
173D;Enlarge;Tantalum, Solid;Through Hole;Axial;1 µF;15.0;;6.60 x 2.41 (U);image/capacitors\40019.png;Datasheet\capacitors\173D\173D.pdf;Datasheet\capacitors\173D\173D.zip
173D;Enlarge;Tantalum, Solid;Through Hole;Axial;2.2 µF;50.0;;8.76 x 4.57 (W);image/capacitors\40019.png;Datasheet\capacitors\173D\173D.pdf;Datasheet\capacitors\173D\173D.zip
