Series;Product Image;Description;Resistance at Tref.(min.)(Ω);Resistance at Tref.(max.)(Ω);Tref.(°C);Tolerance at Tref.(min.)(°C);Tolerance at Tref.(min.)(%);Typical TCR(ppm/°C);Operating Temperature(min.)(°C);Operating Temperature(max.)(°C);Image path;Datasheet part;3d model part
PTS Series;Enlarge;Temperature Dependent Platinum Thin Film Chip Resistor (RTD);100;1000;0;0.3;;3850;-55.0;155.0;image/thermistors\28762.png;Datasheet\thermistors\PTS Series\PTS Series.pdf;Datasheet\thermistors\PTS Series\PTS Series.zip
