Part Number;Product Image;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Lead Style;Packaging;Image path;Datasheet part;3d model part
TC020030BP25038BG1;Enlarge;8000.0;25.0;R16;;;Individual;image\capacitors\22093.png;Datasheet\capacitors\TC020030BP25038BG1\TC020030BP25038BG1.pdf;
