Part Number;Product Image;Package;Output;Load voltage (max.)(V);Load current (max.)(mA);I Fon (max.)(mA);R ON (max.)(Ω);R OFF (typ.)(GΩ);Turn-on time max.(ms);Turn-off time max.(ms);VISOmax.VRMS(V);Safety Standard;Image path;Datasheet part;3d model part
VO14642AT, VO14642AABTR;Enlarge;SMD-6, DIP-6;1 Form A;60.0;2000.0;2.0;0.25;;0.8;0.8;5300;UL, cUL, VDE, FIMKO;image/solid-state-relays/81646.png;Datasheet\/solid-state-relays/VO14642AT, VO14642AABTR\VO14642AT, VO14642AABTR.pdf;Datasheet\/solid-state-relays/VO14642AT, VO14642AABTR\VO14642AT, VO14642AABTR.zip
