Series;Type(V);Display Format;Outline Dimensions(W x H mm);Effective Viewing Area(W x H mm);Character Size(W x H mm);Dot Size(W x H mm);Dot Pitch(W x H mm);Driving Method (Duty);Built-In Controller;Process Color TN;Process Color STN Gray;Process Color STN Yellow;Process Color STN Blue;Process Color STN Color;BL None;BL LED;BL EL;BL CCFL;Image path;Datasheet part;3d model part
LCD-016N001L-YYH-ET;Character;16 x 1 characters;122.0 x 33.0 x 13.5 max;99.0 x 13.0;4.84 x 8.06;0.92 x 1.10;0.98 x 1.16;1/16;ST 7066 or equivalent;x;x;x;x;;x;x;x;;37478;Datasheet/displays/LCD-016N001L-YYH-ET\LCD-016N001L-YYH-ET.pdf;
