Part Number;Image;Package;Color;Circuitry;IVminμcd;Typ. IVμcd;Max. IVμcd;at If(mA);Typ. Vf(V);Image path;Datasheet part;3d model part
TDSG5160-MN;Enlarge;13 mm;Green;Common cathode;4500.0;;14000.0;10;2.4;image/displays\83126.png;Datasheet\displays\TDSG5160-MN\TDSG5160-MN.pdf;Datasheet\displays\TDSG5160-MN\TDSG5160-MN.zip
